2024-03-28 23:04:36,124 INFO    StreamThr :43173 [internal.py:wandb_internal():86] W&B internal server running at pid: 43173, started at: 2024-03-28 23:04:36.123898
2024-03-28 23:04:36,125 DEBUG   HandlerThread:43173 [handler.py:handle_request():144] handle_request: status
2024-03-28 23:04:36,134 INFO    WriterThread:43173 [datastore.py:open_for_write():85] open: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_230436-km1eo559/run-km1eo559.wandb
2024-03-28 23:04:36,134 DEBUG   SenderThread:43173 [sender.py:send():379] send: header
2024-03-28 23:04:36,150 DEBUG   SenderThread:43173 [sender.py:send():379] send: run
2024-03-28 23:04:36,849 INFO    SenderThread:43173 [dir_watcher.py:__init__():211] watching files in: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_230436-km1eo559/files
2024-03-28 23:04:36,849 INFO    SenderThread:43173 [sender.py:_start_run_threads():1121] run started: km1eo559 with start time 1711634676.124235
2024-03-28 23:04:36,850 DEBUG   SenderThread:43173 [sender.py:send_request():406] send_request: summary_record
2024-03-28 23:04:36,850 INFO    SenderThread:43173 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-03-28 23:04:36,862 DEBUG   HandlerThread:43173 [handler.py:handle_request():144] handle_request: check_version
2024-03-28 23:04:36,862 DEBUG   SenderThread:43173 [sender.py:send_request():406] send_request: check_version
2024-03-28 23:04:37,008 DEBUG   HandlerThread:43173 [handler.py:handle_request():144] handle_request: run_start
2024-03-28 23:04:37,009 DEBUG   HandlerThread:43173 [system_info.py:__init__():31] System info init
2024-03-28 23:04:37,009 DEBUG   HandlerThread:43173 [system_info.py:__init__():46] System info init done
2024-03-28 23:04:37,009 INFO    HandlerThread:43173 [system_monitor.py:start():181] Starting system monitor
2024-03-28 23:04:37,010 INFO    SystemMonitor:43173 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-03-28 23:04:37,010 INFO    HandlerThread:43173 [system_monitor.py:probe():201] Collecting system info
2024-03-28 23:04:37,010 INFO    SystemMonitor:43173 [interfaces.py:start():190] Started cpu monitoring
2024-03-28 23:04:37,011 DEBUG   HandlerThread:43173 [system_info.py:probe():195] Probing system
2024-03-28 23:04:37,011 INFO    SystemMonitor:43173 [interfaces.py:start():190] Started disk monitoring
2024-03-28 23:04:37,011 INFO    SystemMonitor:43173 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-28 23:04:37,016 INFO    SystemMonitor:43173 [interfaces.py:start():190] Started memory monitoring
2024-03-28 23:04:37,018 INFO    SystemMonitor:43173 [interfaces.py:start():190] Started network monitoring
2024-03-28 23:04:37,025 DEBUG   HandlerThread:43173 [system_info.py:_probe_git():180] Probing git
2024-03-28 23:04:37,045 DEBUG   HandlerThread:43173 [system_info.py:_probe_git():188] Probing git done
2024-03-28 23:04:37,045 DEBUG   HandlerThread:43173 [system_info.py:probe():240] Probing system done
2024-03-28 23:04:37,045 DEBUG   HandlerThread:43173 [system_monitor.py:probe():210] {'os': 'macOS-13.3-arm64-arm-64bit', 'python': '3.8.18', 'heartbeatAt': '2024-03-28T14:04:37.011202', 'startedAt': '2024-03-28T14:04:36.114037', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/no_test_dk_analysis.py', 'codePath': 'Model_analysis/no_test_dk_analysis.py', 'git': {'remote': 'https://github.com/junhyeonbae/MADQN.git', 'commit': '1d39d9bb7e8af5b9d940c43b4286ce4d5a0299d5'}, 'email': 'bjhdo0807@gmail.com', 'root': '/Users/junhyeonbae/PycharmProjects/MADQN', 'host': 'Junui-MacBookPro.local', 'username': 'junhyeonbae', 'executable': '/Users/junhyeonbae/anaconda3/envs/MAgent2_hetero/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'total': 460.4317207336426, 'used': 11.338787078857422}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-28 23:04:37,045 INFO    HandlerThread:43173 [system_monitor.py:probe():211] Finished collecting system info
2024-03-28 23:04:37,045 INFO    HandlerThread:43173 [system_monitor.py:probe():214] Publishing system info
2024-03-28 23:04:37,045 DEBUG   HandlerThread:43173 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-03-28 23:04:37,045 DEBUG   HandlerThread:43173 [system_info.py:_save_pip():67] Saving pip packages done
2024-03-28 23:04:37,045 DEBUG   HandlerThread:43173 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-03-28 23:04:37,855 INFO    Thread-12 :43173 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_230436-km1eo559/files/conda-environment.yaml
2024-03-28 23:04:37,856 INFO    Thread-12 :43173 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_230436-km1eo559/files/requirements.txt
2024-03-28 23:04:37,856 INFO    Thread-12 :43173 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_230436-km1eo559/files/wandb-summary.json
2024-03-28 23:04:39,585 DEBUG   HandlerThread:43173 [system_info.py:_save_conda():86] Saving conda packages done
2024-03-28 23:04:39,585 INFO    HandlerThread:43173 [system_monitor.py:probe():216] Finished publishing system info
2024-03-28 23:04:39,593 DEBUG   SenderThread:43173 [sender.py:send():379] send: files
2024-03-28 23:04:39,593 INFO    SenderThread:43173 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2024-03-28 23:04:39,595 DEBUG   HandlerThread:43173 [handler.py:handle_request():144] handle_request: stop_status
2024-03-28 23:04:39,596 DEBUG   SenderThread:43173 [sender.py:send_request():406] send_request: stop_status
2024-03-28 23:04:39,860 INFO    Thread-12 :43173 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_230436-km1eo559/files/conda-environment.yaml
2024-03-28 23:04:39,861 INFO    Thread-12 :43173 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_230436-km1eo559/files/wandb-metadata.json
2024-03-28 23:04:39,937 DEBUG   SenderThread:43173 [sender.py:send():379] send: telemetry
2024-03-28 23:04:39,937 DEBUG   SenderThread:43173 [sender.py:send():379] send: telemetry
2024-03-28 23:04:39,937 DEBUG   SenderThread:43173 [sender.py:send():379] send: run
2024-03-28 23:04:40,184 INFO    SenderThread:43173 [sender.py:send_run():999] updated run: km1eo559
2024-03-28 23:04:40,197 DEBUG   SenderThread:43173 [sender.py:send():379] send: exit
2024-03-28 23:04:40,197 INFO    SenderThread:43173 [sender.py:send_exit():584] handling exit code: 1
2024-03-28 23:04:40,197 INFO    SenderThread:43173 [sender.py:send_exit():586] handling runtime: 2
2024-03-28 23:04:40,197 INFO    SenderThread:43173 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-03-28 23:04:40,197 INFO    SenderThread:43173 [sender.py:send_exit():592] send defer
2024-03-28 23:04:40,197 DEBUG   HandlerThread:43173 [handler.py:handle_request():144] handle_request: defer
2024-03-28 23:04:40,197 INFO    HandlerThread:43173 [handler.py:handle_request_defer():170] handle defer: 0
2024-03-28 23:04:40,197 DEBUG   SenderThread:43173 [sender.py:send_request():406] send_request: defer
2024-03-28 23:04:40,197 INFO    SenderThread:43173 [sender.py:send_request_defer():608] handle sender defer: 0
2024-03-28 23:04:40,197 INFO    SenderThread:43173 [sender.py:transition_state():612] send defer: 1
2024-03-28 23:04:40,198 DEBUG   HandlerThread:43173 [handler.py:handle_request():144] handle_request: defer
2024-03-28 23:04:40,198 INFO    HandlerThread:43173 [handler.py:handle_request_defer():170] handle defer: 1
2024-03-28 23:04:40,198 DEBUG   SenderThread:43173 [sender.py:send_request():406] send_request: defer
2024-03-28 23:04:40,198 INFO    SenderThread:43173 [sender.py:send_request_defer():608] handle sender defer: 1
2024-03-28 23:04:40,198 INFO    SenderThread:43173 [sender.py:transition_state():612] send defer: 2
2024-03-28 23:04:40,198 DEBUG   HandlerThread:43173 [handler.py:handle_request():144] handle_request: defer
2024-03-28 23:04:40,198 INFO    HandlerThread:43173 [handler.py:handle_request_defer():170] handle defer: 2
2024-03-28 23:04:40,198 INFO    HandlerThread:43173 [system_monitor.py:finish():190] Stopping system monitor
2024-03-28 23:04:40,198 DEBUG   SystemMonitor:43173 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2024-03-28 23:04:40,198 DEBUG   SystemMonitor:43173 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2024-03-28 23:04:40,198 DEBUG   SystemMonitor:43173 [system_monitor.py:_start():170] Publishing last batch of metrics
2024-03-28 23:04:40,198 INFO    HandlerThread:43173 [interfaces.py:finish():202] Joined cpu monitor
2024-03-28 23:04:40,198 INFO    HandlerThread:43173 [interfaces.py:finish():202] Joined disk monitor
2024-03-28 23:04:40,519 INFO    wandb-upload_0:43173 [upload_job.py:push():131] Uploaded file /var/folders/1b/dgkwjr_j1t99n4kqs8hhbdqh0000gn/T/tmptp87tf59wandb/9s5co71r-wandb-metadata.json
2024-03-28 23:04:40,744 INFO    HandlerThread:43173 [interfaces.py:finish():202] Joined gpuapple monitor
2024-03-28 23:04:40,745 INFO    HandlerThread:43173 [interfaces.py:finish():202] Joined memory monitor
2024-03-28 23:04:40,745 INFO    HandlerThread:43173 [interfaces.py:finish():202] Joined network monitor
2024-03-28 23:04:40,745 DEBUG   SenderThread:43173 [sender.py:send_request():406] send_request: defer
2024-03-28 23:04:40,745 INFO    SenderThread:43173 [sender.py:send_request_defer():608] handle sender defer: 2
2024-03-28 23:04:40,745 INFO    SenderThread:43173 [sender.py:transition_state():612] send defer: 3
2024-03-28 23:04:40,745 DEBUG   SenderThread:43173 [sender.py:send():379] send: telemetry
2024-03-28 23:04:40,745 DEBUG   SenderThread:43173 [sender.py:send():379] send: stats
2024-03-28 23:04:40,745 DEBUG   HandlerThread:43173 [handler.py:handle_request():144] handle_request: defer
2024-03-28 23:04:40,745 INFO    HandlerThread:43173 [handler.py:handle_request_defer():170] handle defer: 3
2024-03-28 23:04:40,745 DEBUG   SenderThread:43173 [sender.py:send_request():406] send_request: defer
2024-03-28 23:04:40,745 INFO    SenderThread:43173 [sender.py:send_request_defer():608] handle sender defer: 3
2024-03-28 23:04:40,745 INFO    SenderThread:43173 [sender.py:transition_state():612] send defer: 4
2024-03-28 23:04:40,745 DEBUG   HandlerThread:43173 [handler.py:handle_request():144] handle_request: defer
2024-03-28 23:04:40,745 INFO    HandlerThread:43173 [handler.py:handle_request_defer():170] handle defer: 4
2024-03-28 23:04:40,745 DEBUG   SenderThread:43173 [sender.py:send_request():406] send_request: defer
2024-03-28 23:04:40,745 INFO    SenderThread:43173 [sender.py:send_request_defer():608] handle sender defer: 4
2024-03-28 23:04:40,745 INFO    SenderThread:43173 [sender.py:transition_state():612] send defer: 5
2024-03-28 23:04:40,745 DEBUG   HandlerThread:43173 [handler.py:handle_request():144] handle_request: defer
2024-03-28 23:04:40,746 INFO    HandlerThread:43173 [handler.py:handle_request_defer():170] handle defer: 5
2024-03-28 23:04:40,746 DEBUG   SenderThread:43173 [sender.py:send():379] send: summary
2024-03-28 23:04:40,746 INFO    SenderThread:43173 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-03-28 23:04:40,746 DEBUG   SenderThread:43173 [sender.py:send_request():406] send_request: defer
2024-03-28 23:04:40,746 INFO    SenderThread:43173 [sender.py:send_request_defer():608] handle sender defer: 5
2024-03-28 23:04:40,746 INFO    SenderThread:43173 [sender.py:transition_state():612] send defer: 6
2024-03-28 23:04:40,746 DEBUG   HandlerThread:43173 [handler.py:handle_request():144] handle_request: defer
2024-03-28 23:04:40,746 INFO    HandlerThread:43173 [handler.py:handle_request_defer():170] handle defer: 6
2024-03-28 23:04:40,746 DEBUG   SenderThread:43173 [sender.py:send_request():406] send_request: defer
2024-03-28 23:04:40,746 INFO    SenderThread:43173 [sender.py:send_request_defer():608] handle sender defer: 6
2024-03-28 23:04:40,748 DEBUG   HandlerThread:43173 [handler.py:handle_request():144] handle_request: status_report
2024-03-28 23:04:40,866 INFO    Thread-12 :43173 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_230436-km1eo559/files/config.yaml
