2024-03-28 23:52:25,087 INFO    StreamThr :44410 [internal.py:wandb_internal():86] W&B internal server running at pid: 44410, started at: 2024-03-28 23:52:25.087171
2024-03-28 23:52:25,088 DEBUG   HandlerThread:44410 [handler.py:handle_request():144] handle_request: status
2024-03-28 23:52:25,098 INFO    WriterThread:44410 [datastore.py:open_for_write():85] open: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_235225-nfqj0o3d/run-nfqj0o3d.wandb
2024-03-28 23:52:25,098 DEBUG   SenderThread:44410 [sender.py:send():379] send: header
2024-03-28 23:52:25,116 DEBUG   SenderThread:44410 [sender.py:send():379] send: run
2024-03-28 23:52:25,979 INFO    SenderThread:44410 [dir_watcher.py:__init__():211] watching files in: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_235225-nfqj0o3d/files
2024-03-28 23:52:25,980 INFO    SenderThread:44410 [sender.py:_start_run_threads():1121] run started: nfqj0o3d with start time 1711637545.088635
2024-03-28 23:52:25,980 DEBUG   SenderThread:44410 [sender.py:send_request():406] send_request: summary_record
2024-03-28 23:52:25,980 INFO    SenderThread:44410 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-03-28 23:52:25,990 DEBUG   HandlerThread:44410 [handler.py:handle_request():144] handle_request: check_version
2024-03-28 23:52:25,990 DEBUG   SenderThread:44410 [sender.py:send_request():406] send_request: check_version
2024-03-28 23:52:26,156 DEBUG   HandlerThread:44410 [handler.py:handle_request():144] handle_request: run_start
2024-03-28 23:52:26,157 DEBUG   HandlerThread:44410 [system_info.py:__init__():31] System info init
2024-03-28 23:52:26,157 DEBUG   HandlerThread:44410 [system_info.py:__init__():46] System info init done
2024-03-28 23:52:26,157 INFO    HandlerThread:44410 [system_monitor.py:start():181] Starting system monitor
2024-03-28 23:52:26,157 INFO    SystemMonitor:44410 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-03-28 23:52:26,157 INFO    HandlerThread:44410 [system_monitor.py:probe():201] Collecting system info
2024-03-28 23:52:26,158 INFO    SystemMonitor:44410 [interfaces.py:start():190] Started cpu monitoring
2024-03-28 23:52:26,158 DEBUG   HandlerThread:44410 [system_info.py:probe():195] Probing system
2024-03-28 23:52:26,158 INFO    SystemMonitor:44410 [interfaces.py:start():190] Started disk monitoring
2024-03-28 23:52:26,159 INFO    SystemMonitor:44410 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-28 23:52:26,159 INFO    SystemMonitor:44410 [interfaces.py:start():190] Started memory monitoring
2024-03-28 23:52:26,164 INFO    SystemMonitor:44410 [interfaces.py:start():190] Started network monitoring
2024-03-28 23:52:26,170 DEBUG   HandlerThread:44410 [system_info.py:_probe_git():180] Probing git
2024-03-28 23:52:26,190 DEBUG   HandlerThread:44410 [system_info.py:_probe_git():188] Probing git done
2024-03-28 23:52:26,190 DEBUG   HandlerThread:44410 [system_info.py:probe():240] Probing system done
2024-03-28 23:52:26,190 DEBUG   HandlerThread:44410 [system_monitor.py:probe():210] {'os': 'macOS-13.3-arm64-arm-64bit', 'python': '3.8.18', 'heartbeatAt': '2024-03-28T14:52:26.158721', 'startedAt': '2024-03-28T14:52:25.075731', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/no_test_dk_analysis.py', 'codePath': 'Model_analysis/no_test_dk_analysis.py', 'git': {'remote': 'https://github.com/junhyeonbae/MADQN.git', 'commit': '1d39d9bb7e8af5b9d940c43b4286ce4d5a0299d5'}, 'email': 'bjhdo0807@gmail.com', 'root': '/Users/junhyeonbae/PycharmProjects/MADQN', 'host': 'Junui-MacBookPro.local', 'username': 'junhyeonbae', 'executable': '/Users/junhyeonbae/anaconda3/envs/MAgent2_hetero/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'total': 460.4317207336426, 'used': 11.338787078857422}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-28 23:52:26,190 INFO    HandlerThread:44410 [system_monitor.py:probe():211] Finished collecting system info
2024-03-28 23:52:26,190 INFO    HandlerThread:44410 [system_monitor.py:probe():214] Publishing system info
2024-03-28 23:52:26,190 DEBUG   HandlerThread:44410 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-03-28 23:52:26,190 DEBUG   HandlerThread:44410 [system_info.py:_save_pip():67] Saving pip packages done
2024-03-28 23:52:26,191 DEBUG   HandlerThread:44410 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-03-28 23:52:26,985 INFO    Thread-12 :44410 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_235225-nfqj0o3d/files/wandb-summary.json
2024-03-28 23:52:26,985 INFO    Thread-12 :44410 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_235225-nfqj0o3d/files/requirements.txt
2024-03-28 23:52:26,986 INFO    Thread-12 :44410 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_235225-nfqj0o3d/files/conda-environment.yaml
2024-03-28 23:52:28,659 DEBUG   HandlerThread:44410 [system_info.py:_save_conda():86] Saving conda packages done
2024-03-28 23:52:28,660 INFO    HandlerThread:44410 [system_monitor.py:probe():216] Finished publishing system info
2024-03-28 23:52:28,667 DEBUG   SenderThread:44410 [sender.py:send():379] send: files
2024-03-28 23:52:28,667 INFO    SenderThread:44410 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2024-03-28 23:52:28,669 DEBUG   HandlerThread:44410 [handler.py:handle_request():144] handle_request: stop_status
2024-03-28 23:52:28,670 DEBUG   SenderThread:44410 [sender.py:send_request():406] send_request: stop_status
2024-03-28 23:52:28,988 INFO    Thread-12 :44410 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_235225-nfqj0o3d/files/conda-environment.yaml
2024-03-28 23:52:28,988 INFO    Thread-12 :44410 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_235225-nfqj0o3d/files/wandb-metadata.json
2024-03-28 23:52:29,116 DEBUG   SenderThread:44410 [sender.py:send():379] send: telemetry
2024-03-28 23:52:29,116 DEBUG   SenderThread:44410 [sender.py:send():379] send: telemetry
2024-03-28 23:52:29,116 DEBUG   SenderThread:44410 [sender.py:send():379] send: run
2024-03-28 23:52:29,383 INFO    SenderThread:44410 [sender.py:send_run():999] updated run: nfqj0o3d
2024-03-28 23:52:29,395 DEBUG   SenderThread:44410 [sender.py:send():379] send: exit
2024-03-28 23:52:29,395 INFO    SenderThread:44410 [sender.py:send_exit():584] handling exit code: 1
